text,source,context_text,hate_speech,sexist,threat,bullying,toxic,hate_speech_mask,sexist_mask,threat_mask,bullying_mask,toxic_mask
ইন্নালিল্লাহি ওয়া ইন্না ইলাইহি রাজিউন। আল্লাহ উনাকে বেহেস্ত নসিব করুক। আমিন।।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
মহান বিজয় দিবস এর শুভেচ্ছা ❤জয় বাংলা ❤জয় বঙ্গবন্ধু ❤,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
অরে নিয়ে যা করা হবে সব কিছুই অর পক্ষে যাচ্ছে কারন ও এখন আমেরিকার কাছে বলবে আমাকে নাগরিকত্ব দেও নয়তো দেশে গেলে বিপদ,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"ব্রাদার আগে শ্রমিকের বেতন পরিশোধ করেন, আপনাকে দেশের জন্য ভালোবাসি এবং বাসবো,, গত ২৪ ঘন্টায় আক্রান্ত ৪৩৪ জন, মৃত্যু ৯ জন।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
সময় মত পিপিই না দিয়ে চিকিৎসা করানোর ফল। মরার পর যত আফসোস,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
বাবা যেমন মেয়ে সেই রকমই হবে,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
বাং‌রেজী বল‌লে দু‌র্যোগ কম‌বে না বাড়‌বে,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আমাদের তো কিছু নিয়ে বিজি থাকাতে হবে। আবার নতুন কিছু ঘটলে আপনার কথাগুলা ভুলে ওটা নিয়ে বিজি হয়ে যাব।টাইম তো কাটাতে হবে।আর আপনার ও ওই কথাগুলো বলা উচিত হয় নাই।আমরা আল্লাহর বান্দা। সবাইকে মানতে হবে।আল্লাহ আপনাকে হেদায়েত দান কুরুক &আমাদের কেও।।আমিন,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
জননেতা এম নাছের রহমান সাহবের পক্ষ থেকে সংগ্রামী অভিনন্দন,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"তোমার মাঝেই স্বপ্নের শুরু,তোমার মাঝেই শেষ ৷ তবু ভালো লাগা ভালোবাসাময় তুমি, আমার বাংলাদেশ ৷ মহান বিজয় দিবসের শুভেচ্ছা",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"আল্লাহ আপনার হেদায়েত দিক।ভূল করছেন আল্লাহার কাছে কেদে তওবা করেন,আল্লাহ আপনাকে মাফ করুন।মানুষ অনেক কিছু বলবে কিন্তু পরকালে হিসাব তো আপনাকেই দিতে হবে।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আশরাফুল নাই তাই দেখবোনা।।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আমি আপনাদের ফেসবুক এবং টুইটার পেজ এ চেষ্টা করছিলাম কিছুদিন ধরে কানেক্ট হতে।টুইটার পেজ এনুতুন পোষ্ট দেখিনি। আপনাকে স্বুস্থ স্বাভাবিক দেখে অনেক ভাল লাগছে।সবসময় আপনার স্বুস্থ সুন্দর জীবন এবং আপনার দলের সফল ভবিষ্যত কামনা করি।ভাল থাকুন সবসময় কেমন।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ইফতারের পর কমেন্ট করবো ....!!,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
লোক লজ্জার ভয়ে কিছু বলতে পারিনা। মিথিলাকে আমার অনেক ভালো লাগে,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
জনোগন কে রাস্তায় নামতে হবে খালেদা জিয়া মুক্তি,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
অপেক্ষায় থাকলাম,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"তাৎক্ষণিক প্রশ্নোত্তরে মানুষের আরও অনেক সতর্ক হওয়া প্রয়োজন। সব উত্তর হাসতে হাসতে দেওয়া যায় না। ধন্যবাদ বোন, নিজের ভুলটি ধরতে পারাতে। পরম করুণাময় মহান দয়ালু আল্লাহতা’য়ালা তোমার সার্বিকভাবে ভালো করুক এবং সার্বিকভাবে সুস্থতা দান করুক।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"খুব সুন্দর একটি নাটক, ককয়েকবার দেখেছি ভাইয়া...❤❤❤",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"তবে সবকিছুর উর্দ্ধে আমার একটা লাভ হইছে,আগে সাফা কবির কে চিনতাম না,এখন চিনলাম!!!",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
মুক্তি চাই ।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
প্রশংসনীয় উদ্যোগ,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
কি সুন্দর লাগছে! মাশাল্লাহ,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
এদের মত....এর মতামত ও আবার প্রথম আলোর মতন পত্রিকায় প্রকাশ হয় #Shame,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ভাল্লাগে ভাল্লাগে ভাল্লাগে তিশা আপুকে,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"কমেন্ট পড়তে আসছিলাম, এখন আমি ৭দিন পাগল থাকব",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"ভাই, একটা প্রাইভেট জেট কিনে ফেলেন। আমাদের দেশে একজন প্রাইভেট জেট ওয়ালা স্টার থাকবে না, তা কি হয়???",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"জয় বাংলা,জয় বঙ্গবন্ধু,জয়তু দেশরত্ন শেখ হাসিনা।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আফসোস এই পোস্ট তুমি আল্লাহ্'কে ভয় করে দাওনি!দিয়েছো নিজের জনপ্রিয়তা টিকিয়ে রাখার জন্য! আল্লাহ তোমাকে হেদায়ত দান করুকআমিন,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"হিরোর প্রথম গুণ হলো সুন্দর একটা মন ও মনুষ্যত্ববোধ থাকা, যেটা হিরো আলমের মধ্যে রয়েছে।অন্যদিকে জায়েদ খান ওরফে বা.... খানের কি গুন আছে হিরো হওয়ার মতো??হিরো আলমের জবাবটা অত্যন্ত সুন্দর হয়েছে। ধন্যবাদ #হিরো_আলম ♥",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
তীব্র প্রতিবাদ জানাচ্ছি এবং সুষ্ঠু বিচার প্রার্থনা করছি,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
গান গুলো দারুন হইছে,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
মাশা-আল্লাহ সব চেয়ে সুন্দরী।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
কমেন্ট পড়তে আসলাম।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ঈদ মোবারক। Unique Idea!,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আমার #ছবিওয়ালা.mE এই গ্রুপে আসার জন্য সবাইকে আমন্ত্রণ জানাচ্ছি। এই গ্রুপটি শুধুমাত্র ফটোগ্রাফি ও আঁকিবুঁকি বন্ধুদের জন্য উন্মুক্ত। যখনি ইচ্ছা ছবি এবং আঁকিবুঁকি পোস্ট করতে পারবেন। যদি ভালোলাগা থাকে তবে অবশ্যই সবাই জয়েন্ট করবেন। আর সম্ভব হলে আপনার ফেসবুক বন্ধুদেরও ইনভাইট করবেন।#ধন্যবাদ,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
তুমি আছো বলে বৈশাখ টা এতো সুন্দর লাগে,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আল্লাহ আপনাকে সঠিক পথে আসার তৌফিক দান ক্রুক,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"দারুন হয়েছে ভাই হিরো আলম, তুমি আগিয়ে যাও সারা বাংলা আছে তোমার পেছনে। তুমিই হবে বাংলার শাহরুখ খান।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ধন্যবাদ l,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
দেশের চিকিৎসা ব্যবস্থার করুন পরিণতি তার মৃত্যুর কারন- এটাত একবারও বললেন না স্যার that is not the same Mash we know,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
তাহলে তো আল্লাহর সৃষ্টিকর্তাও থাকতে হয়?,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
মাশা আল্লাহ্। মহান আল্লাহ্ রব্বুল আলামিন আমাদের নেত্রী আমাদের মা কে নেক হায়াত ও সুস্থতা দান করুন। আমিন।যুবদল ঢাকা মহানগর দক্ষিন।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ড.কামাল আপনার দাদা ও মায়ের এক সময়ের ঘনিষ্ঠ বন্ধু বা সহোচর।যার পাওনা তাকে না বুঝিয়ে দিয়ে উল্টো তাকে হেনস্তা করেন স্যাটেলাইট দিয়ে।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
টপ ফ্যান আমি! চলো ভাত খাই!,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
দেশের প্রেক্ষাপটে আওয়ামীলীগ সরকার অতুলনীয়।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
অপেক্ষায় রইলাম!,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
গুরু তুমি এগিয়ে যাও আমরা আছি তোমার সাথে।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"ভাই ""ইবেন দো"" আর ছাড়লেন নাহ",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ধন্যবাদ! সজীব ওয়াজেদ জয় ভাই। আমরাই ডিজিটাল বাংলাদেশ।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আললাহ এতো রহম করে তোকে বিনা পরিশ্রমে মুসলিম ঘরে পইদা করছে কিনতু আপসোস তুই সেইটার মূল্য বুঝলি না।আললাহ তুমি এই নিরবোধ সহ সকল নাসতিক নিরবোধ গুলোকে হেদাএত দান করুন।আমিন।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
মহান আল্লাহ এদেশের প্রাপ্তবয়ষ্ক সকল মুসুল্লিদের সহিহ বুঝ দান করুন,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
দেশে মহামারা চলছে ।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ভাই আপনাকে এক সময় আমি খারাপ জানতাম তার কারন হল আপনি একজন মুসলিম হয়ে হেলোয়িন পালন করেছেন আমাদের দেশে তার জন্য। এখন আপনি ভাল কাজ করতেছেন তার জন্য হয়ে গেলাম বন্ধু দোয়া করি ভাল কাজ করে এগিয়ে যান।ঈদ মোবারক।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"ভাই আপনার অনেক টাকা আছে, আপনি বাংলাদেশের এক নম্বর নায়ক, আপনি গরীবের জন্য কিছু করেন",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
লাভ ইউ ম্যাশ ❤,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
কি হাসি মন নিলা কারিয়া,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
সামনে কোরবানীর ঈদ,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"আপনারাই পারবেন সব শ্রেণী পেশার মানুষের জন্য একটি মানবিক ও নৈতিক সরকার ব্যাবস্থা গড়ে তুলতে। এর জন্য অগ্রণী ভূমিকা পালন করতে হবে আপনার মত তরুণ ক্যাপ্টেনদের। পুলিশ, ডাক্তার, শিক্ষক, কৃষক, শ্রমিক সবার জীবনের সঠিক মূল্যায়ন নিশ্চিত করে পুরাতন ঘুনে ধরা ব্যাবস্থাকে সাড়িয়ে তোলার নেতৃত্ব দিতে হবে আপনাদেরই।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"আপনি আবার ভুল করছেন। আপনি বলেছেন যে, আমি যদি কোন ভুল করে থাকি। এখানেই ভুলটা করেছেন। আপনি সহজ ভাষায় বলেন, হে আল্লাহ আমি ভুল করেছি ভুল বলেছি আমাকে ক্ষমা করেন হেদায়েত দান করেন, আমিন।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"জেনারেশন কতটা খারাপ হয়েছে সেটা বলার বাকি রাখে না,ইস্কুল,কলেজ, ইউনিভার্সিটি, এমন কি আম পাব্লিক, সবাই জেনো একি লেভেলে পরিনত হইছে,১৪/১৮ হতে শুরু করে সকল বয়ছের লোক এখানে নিজের মন গড়া কমেন্ট করে যাচ্ছে, মিথিলা যা কিছু করছে সে তার ভালো বুঝে,তার সঠিক রাস্তা সে খুঁজে নিবে,কিন্ত এই কমেন্ট বকক্সের লোক গুলো কি ফেরেশতা প্রশ্ন থেকে যায়!",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
কমেন্টস গুলো পড়লেই বুঝা যাই কে আসল হিরো। আর কিছু বললাম না।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
হাসি.... <3 <3বাংলাদেশ কবে এমন হাসি হাসবে সাকিব ভাই,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ভালবাসা ❤❤❤,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আল্লাহ তায়ালা আপনাকে নেক হায়াত দান করুক।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আল্লাহ'তালা কখন কাকে কবুল করবেন তা আল্লাহ ভালো জানেন।আল্লাহ আপনাকে হেদায়াত নসিব করুন।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
অসাধারণ সিদ্ধান্ত,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
চমৎকার সব সময়,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
সাহসের সাথে এগিয়ে যেতে হবে।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
দেশের দুঃসময়ে সবসময়ই আওয়ামী লীগ-ছাত্রলীগ-যুবলীগ-স্বেচ্ছাসেবকলীগ সহ অঙ্গ-সংগঠনের নেতাকর্মীরাই মানুষের পাশে দাঁড়ায়।বঙ্গবন্ধু-কন্যা শেখ হাসিনার নির্দেশনায় ছাত্রলীগ তো দৃষ্টান্তমূলক কাজ করছে।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ড়ং না করে অসহায়দের সাহায্য করুন,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আমার গ্রামের মানুষ কিছুই পায়নি । নেতাদের দিলে তারা সব খেয়ে নিচ্ছে । সাধারণ মানুষের কাছে যাচ্ছে নাতো ।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ধানের আটি এত ছোট কেন?বিস্তারিত লেখালেখি,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আপনে দোয়া করে ৪ কালিমা পরে জীবনটা শুরু করুন। দোয়া রইলো ❤,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
উন্নয়নের মার্কা নৌকা মার্কা।বিজয় সুনিশ্চিত ইনশাআল্লাহ।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
এতদিনে আরো আগে আসার দরকার।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
পুরাই দেখি এভেঞ্জার্স কালেকশন!,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"মাশাআল্লাহ, আল্লাহ আপনাকে ও আপনার পরিবারের উত্তম ও নেক হায়াত দান করুন, আমিন।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
শুভ কামনা রহিলো আমাদের জগ্ননাথপুর এর কৃতি সন্তান সংগ্রামী নেতা জনাব কয়ছর আহমদ ভাই সালাম জানাই আমাদের দলের চেয়ারম্যান জনাব তারেক রহমান কে,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
চমৎকার..... পিছন দিয়ে একটা বাশ দিয়ে ধরলে ভালো হতো.......,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ঝড়ে ক্ষতি গ্রস্থ দের দেন খুলনা বিভাগের ।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ভাই এই ছেলেরে বাচান,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"গন সমাগম কমান,করোনা ভাইরাস ছড়ানোর দায়ে বিএনপিকে জরাবে।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"জিতবে আবার নৌকা, জয় বাংলা জয় বঙ্গবন্ধু।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
জয় বাংলা জয় বঙ্গবন্ধু জয় শেখ হাসিনা,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
নগদ নিয়ে যে নিউজ হলো সেটি কি সঠিক স্যার?,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"আমি বুঝি না, সবাই এটা নিয়া এত মাতামাতি কেন করছে???আমরা যখন ছোট ছিলাম, তখন গ্রামে মেলায় যাত্রাপালায় নর্তকীদের দেখেছি, দেখতে সুন্দরী ছিল, ভাল অভিনয় সাথে শরীর দেখায়ে লোকের মনোযোগ আকষর্ণ করতো। তবে অভিনয়ের চেয়ে শরীর দেখানোই ছিল মূখ্য বিষয়, বয়স হয়, আর কেউ শরীর দেখতে চায় না তখন চার দেয়ালে ধুকে ধুকে মরে। আর (সাফা) এরা বর্তমান যারা মিডিয়া ব্যক্তিত্ব - শিক্ষিত নর্তকী বলা যায়।। অভিনয়ের চেয়ে শরীর দেখায় বেশি।। তাই এসব রাস্তার নর্তকী পরকাল, আল্লাহ বিলিভ করুক আর নাই করুক, আমাদের কি!!!!!",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
মাটি ও মানুষের সংগঠন ।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"ধন্যবাদ সার....এই অবস্থা কেটে গেলে আমাদের জনসংখ্যা কমানোর দিকে একটু নজর দিয়েন প্লিজ... হিসাব করে দেখলাম, জনসংখ্যা সমস্যা ই আমাদের সব সমস্যার মুল কারন...",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"ওরা আজ অনেক খুশি য়ারা আমাদের ভিন্ন ভিন্ন সাধীনতার কথা বলে সমাজ টাকে তিলে তিলে, ধংষ করছে।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
হিরো আলম তুমিই রাইট।সততা দিয়ে এগিয়ে যাও।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"আপনি সরজমিন মাঠে থাকবেন আশা করি....জনগনের পাশে থাকুন, মানুষ কে ভালোবাসুক। আমরা ও আপ্নার সাথে সব সময় থাকবো।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"হেরিকেনটা ওরজিনাল, নাকি শো-পিছ।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
বর্তমানে দেশে ত্রান বিতরন নিয়ে নানা আলোচনা - সমালোচনা হচ্ছে । মাননীয় প্রধানমন্ত্রীর শত চেষ্টা থাকা সত্ত্বেও...।শহর গ্রাম সকল পর্যায়ের কিছু পদবি লোকদের কারনে চাল সহ ত্রানের পন্যচুরির যে সমালোচনা হচ্ছে তা বন্ধ করতে শতভাগ সহযোগী মতামত দিলাম। শহর কিংবা গ্রাম {ইউনিয়ন>ওর্য়াড পর্যায়} এ ত্রান বিতরনের ক্ষেত্রে - অত্র-এলাকার ৫জন ব্যক্তিকে নিয়ে একটি Team গঠন করতে হবে । ১) এলাকার প্রশাসনের ১জন প্রতিনিধি ।২) এলাকার আওয়ামীলীগ এর ১জন প্রতিনিধি ।৩) বিএনপি/জাতীয় পার্টির/সেই এলাকার রাজনৈতিক দলের ১জন প্রতিনিধি।৪) অত্র এলাকার একজন স্কুল/কলেজের প্রধান শিক্ষক জাতীয় ১জন প্রতিনিধি ।৫) এলাকার মসজিদ/মন্দির/ বৌদ্ধ (এলাকা ভিত্তিক ধর্মের) - ১জন প্রতিনিধি ।A) এই ৫ জনের সমন্বয়ে Team গঠনের পর ...সেই এলাকার নিডি/দরিদ্র পরিবার গুলোর ১টি সঠিক তালিকা তৈরিতে এলাকার স্কুল/কলেজ/বিশ্ববিদ্যালয়ের ছাত্র/ছাত্রীদের দিয়ে পরিবারগুলোর তথ্য সংগ্রহ করতে হবে । ছাত্র/ছাত্রীদেরকে দিয়ে কম্পিউটারে(ফ্যামিলি কোড নাম্বার দিয়ে) ডাটাবেজ আকারে লিস্ট করবে ।C) ৫জন প্রতিনিধিকে জানানোর জন্য তৈরি লিস্টটি প্রিন্টকরে কপি দিতে হবে । D) ছাত্র/ছাত্রীদের স,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
অসাধারণ লুক।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ভ্যাক্সিন আবিষ্কার হয়ে গেছে। বিজ্ঞানীরাই পেরেছে। অন্য কেউ নয়।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
দুয়া করি আপনাকে আল্লাহ মাফ করে দিয়ে হেদায়েত এর পতে আশার তউফিক দেন আমিন,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
সারা বিশ্ব মোট কতটা দেশ আছে সেটা কি যানেন।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
এমন পোস্ট দেওয়ার জন্য আপনাকে ধন্যবাদ। লিস্টে অনেক লুকানো কিট ছিল ওদের কমেন্ট পড়ে রিমুভ মারতে সুবিধা হইছে।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
জীবন্ত কিংবদন্তী মাশরাফি ভাই। ভালোবাসি সবসময়।♥,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
সাংবাদিকতা এখন কোন পর্যায়ে আছে তা খবরের শিরোনাম দেখেই বোঝা যায় । এটা সংবাদ ছাপার যোগ্যই না।@@Nusraat Faria,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
কিছুক্ষন আগেই নাটকটি দেখেছি অসম্ভব ভালো লেগেছে,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
অভিনয়ের দিকে আরও খেয়াল করতে হবে,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
জাজাকাল্লাহ খায়ের।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
দিচ্ছে নাকি নিচ্ছে?,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"আপনার আরো দেখে বুঝে অভিনয় করা উচিত। আজকাল আপনার নাটকের সেই ফ্লেভারটা নেই,গল্প যা তা। শুধু অভিনয় করারজন্য আপনার নাটক দেখি না বরং ব্যাতিক্রম কিছু,ভালো কিছু চিত্রনাট্য পাবার আশায় আপনার অভিনয় দেখি। আপনি যদি নিজেকে মোশারফ করিম কিংবা সেই মানে অন্য কোন অভিনেতার কাতারে নামতে চান তাহলে কিছু বলার নেই।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"ব্যাপার না কিছু অনলাইন পত্রিকাতে খবর ছাপা হতে পারে এরকম""বিবাহ করিতে চাননা তাহসান"" বিস্তারিত নিচের লিংকে দেখুন। ঈদ মোবারাক :)",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আলহামদুলিল্লাহ... আল্লাহ আমাদের সবাইকে সবার কল্যাণে কাজ করার তাওফিক দিন..আমিন।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
প্রিথিবীর শ্রেষ্ঠ এবং শেষকাল সুন্দরি তুমি আর আমি!!!,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
বাপ কা বেটি,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"ইসলাম মানে শান্তি,সুন্দরভাবে কথা বলা কাউকে গালি দেওয়া নয়।আশা করি সবাই সুন্দর কমেন্ট করবেন এবং সকলে সুন্দরভাবে তার নাটক বয়কট করবেন।আল্লাহ তাকে হেদায়েত দান করুক।(আমিন)",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ঢাকার জাস্ট ফ্রেন্ডগুলোরে দুদু খাওয়াতে গেছে,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আগে বলেন করোনা কি??? কাল মিথিলা আজ আপনাকে পরশু কোন পাগল কে আনবে কে জানে???,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আসসালামু আলাইকুম। কুরআন ভুল ? এটা এখন পর্যন্ত কেউ প্রমাণ করতে পারে নাই। https://youtu.be/kxZUuRjyy6g via @YouTube,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ডং করে কথা না বললে ও শুনি,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"ঈদ মোবারক,সাথে রইলো শুভ কামনা।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"শুভকামনা রহিল,,,, আমরা সহ ঘোটা দেশবাসী আপনার অপেক্ষায়,,,,",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ধন্যবাদ প্রিয় গায়ক।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
টার্গেট বিক্রম,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"সরকারি চাউল দিয়ে নাকি, নিজের পকেটের টাকা খরচ করে?",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ডাক্তারের মৃত্যু!জীবিত অবস্থায় একটি আইসিইউ এম্বুল্যান্স এর জন্য আকুতি জানিয়ে পায়নি।মৃত্যুর পরে এখন এয়ার এম্বুল্যান্সে উনাকে বাড়ি নেওয়া হচ্ছে। stupidity of government,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"স্বাস্থ্যমন্ত্রী সহ অতি কথনের মন্ত্রীগুলোকে কোয়ারেন্টাইনে রাখা জরুরী, এদের অতিরিক্ত কথাবার্তার কারণে সরকারের অনেক উদ্যোগ ম্লান হয়ে যায় আর সরকার ও সমালোচনার সম্মুখীন হয়।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
স্যালুট আপনাকে সবসময়......,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"অথচ, সেই আল্লাহর Day Of Judgment কেই অস্বীকার করলো... আবার তার কাছে এখন বিচার দেয় আইডি হ্যাক হওয়ার.সত্যিই ভালো অভিনেত্রী সে.",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
আল্লাহ আপনাকে উত্তম প্রতিদান দিবেন।স্যলুট ভাইয়া আপনাকে,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
বাংলভাষায় কথা বলেন। Banglish এ কথা বলার দরকার নাই।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
মম র সাথে ছাড়া সবগুলোই দেখিছি।মমর সাথে দেখতে ভালো লাগে না।বাকীগুলে দারূন।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
কূট রাজনীতি!,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"আপনার দাদীমার দেহের মাগফেরাৎ কামান করি। যাঁর নাতিনী কোটি জনতার ভালোবাসাই সিক্ত, তাঁর দাদীমাকে আল্লাহ রমহতের দরজা খুলে দিবেন , এই কামনা।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
ভাই...ইংরেজি লেখার কী দরকার? বাংলায় লিখুন...ভুল ইংরেজির চেয়ে মাতৃভাষায় নিজের আবেগ প্রকাশ করুন...,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
অন্তরের অন্তঃস্থল থেকে আপনাকে ধন্যবাদ জানাচ্ছি .....,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
"মধ্যবিত্তরা বেশি বিপদে আছে, না পারবে না খেয়ে থাকতে না পারবে সাহায্য নিতে।",cyberbullying,,-1,0,0,0,0,0,1,1,1,1
পৃথিবীর শ্রেষ্ট সুন্দরী মনে হচ্চে,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
মানুষই ভুল করে।আল্লাহ আপনাকে ক্ষমা করবেন ইনশাআল্লাহ।,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
সুপ্রিয় দেশবাসী!সম্মানিত অধ্যক্ষ জনাব সিরাজুদ্দৌলা যদি আপনাদের কারো ফ্রেন্ডলিস্টে থেকে থাকেন তাহলে উনাকে মেনশন করার উদাত্ত আহ্বান জানাচ্ছি...!,cyberbullying,,-1,0,0,0,0,0,1,1,1,1
