text,source,context_text,hate_speech,sexist,threat,bullying,toxic,hate_speech_mask,sexist_mask,threat_mask,bullying_mask,toxic_mask
ময়মনসিংহের মানুষ আাসলেই ক্ষেত,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়। ওরে আমারে শিক্ষত্য প্রেমিকারে ময়মনসিংহের নাম বিক্রি করে খাওয়ার মানুষেরা বলে ময়মনসিংহের মানুষ ক্ষেত 😄😀😃😂",-1,-1,-1,-1,1,0,0,0,0,1
ওরে আমারে শিক্ষত্য প্রেমিকারে ময়মনসিংহের নাম বিক্রি করে খাওয়ার মানুষেরা বলে ময়মনসিংহের মানুষ ক্ষেত 😄😀😃😂,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়। ময়মনসিংহের মানুষ আাসলেই ক্ষেত আপনাকে দেখলেই বুঝা যায় আপনি খুব উচ্চ শিক্ষিত আর স্মার্ট।",-1,-1,-1,-1,1,0,0,0,0,1
কিশোরগঞ্জের পাট ক্ষেত।,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়। ময়মনসিংহের মানুষ আাসলেই ক্ষেত;আমরা কিশোরগঞ্জের কিশোরী মমিসিং থু*থু ফেলতেও যায় না",-1,-1,-1,-1,1,0,0,0,0,1
এটা নিশ্চয়ই জামাতের কাজ😆😆😆,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়।",-1,-1,-1,-1,1,0,0,0,0,1
অত্যন্ত ভালো কাজ এ যুদ্ধে তোমরা যদি মারা যেতে তাহলে শহীদ হয়ে যেতে। বিনা হিসাবে মনে হয় জাহান্নামে যেতো। মজাই মজা....,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়। এই যুদ্ধে তোমার বন্ধু Badsha প্রত্যক্ষভাবে জড়িত।",-1,-1,-1,-1,1,0,0,0,0,1
২০০ টাকা করে টিকেট নিয়ে সাউন্ড সিস্টেম ভালো না হলে পাব্লিক ত উত্তেজিত হবেই।,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়। সব আল্লাহর ইচ্ছা।",-1,-1,-1,-1,0,0,0,0,0,1
এটাই জংগী দেশ,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়। তুই ভারতের মুদির প্রোডাকশন... 😆😆",-1,-1,-1,-1,1,0,0,0,0,1
অসাধারণ কাজ,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়।",-1,-1,-1,-1,1,0,0,0,0,1
মাদারচোদ! সব জায়গাতে আলহামদুলিল্লাহ চোদায় ! সিনেমা হারাম আর ফেসবুক হালাল মাদারচোদ???,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়। মিয়া ভাই দেখি আমার আইডিতে ঘোড়াঘুড়িও কইরালছেন। গ্রেট ওয়ার্ক। থ্যানক্স 😏🥰 আলহামদুলিল্লাহ 😂",-1,-1,-1,-1,1,0,0,0,0,1
এরকম উচ্ছৃঙ্খলা কাম্য নয়।যান্ত্রিক ত্রুটি হতেই পারে।,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়।",-1,-1,-1,-1,0,0,0,0,0,1
তোগোরে বরবাদ করে দিলো😄,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়।",-1,-1,-1,-1,1,0,0,0,0,1
সিনেমা হল জাতির জন্য ক্ষতিকর।সব গুড়িয়ে দেওয়া হোক,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়। আপনার তো ফেসবুকে থাকার কথা না আপনার থাকার কথা কাকরাইল মসজিদের খাদেম মসজিদে।",-1,-1,-1,-1,1,0,0,0,0,1
তুই জাতির জন্য ক্যান্সার,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়। সিনেমা হল জাতির জন্য ক্ষতিকর।সব গুড়িয়ে দেওয়া হোক আর তরা ভাইরাস🤪",-1,-1,-1,-1,1,0,0,0,0,1
"মুনাফেক মাদারচোদ ! সিনেমা হারাম ক্ষতিকর আর রিলস, ফেসবুক হালাল মাদারচোদ???",banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়। সিনেমা হল জাতির জন্য ক্ষতিকর।সব গুড়িয়ে দেওয়া হোক",-1,-1,-1,-1,1,0,0,0,0,1
খুব ভালো করেছে,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়।",-1,-1,-1,-1,1,0,0,0,0,1
জামাত শিবিরের হাত আছে😁😁,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়।",-1,-1,-1,-1,1,0,0,0,0,1
সবই ডক্টর নুনুস স্যারের স্বাধীনতার ফল আমরা তো এমনি একটা দেশ চেয়েছি ধন্যবাদ নুনুস স্যার কে,banglatoco,"ময়মনসিংহে প্রচারে বিঘ্ন ঘটায় সিনেমা হলে দর্শকদের ভাঙচুর ঈশ্বরগঞ্জ পৌর বাজারের মাছ মহালে সোনালি টকিজ সিনেমা হলে ঈদ উপলক্ষে ‘বরবাদ’ সিনেমা চলছে। গতকাল সন্ধ্যা সাড়ে ৬টায় শুরু হওয়া শোতে বিভিন্ন এলাকা থেকে দর্শকেরা আসেন। ডিসি, বেলকনি ও প্রথম শ্রেণির টিকিট বিক্রি হয়েছিল। কিন্তু সিনেমার মাঝপথে সাউন্ড সিস্টেমে যান্ত্রিক ত্রুটির কারণে সিনেমা প্রদর্শন থেমে যায়। বেশ কিছু সময় নিয়ে যান্ত্রিক ত্রুটি ঠিক করতে না পারায় দর্শকেরা হলের ভেতরে রাত সাড়ে ৮টা থেকে ভাঙচুর শুরু করেন। আধা ঘণ্টা ধরে চলে এই অবস্থা। এই সময় দর্শকেরা সিনেমা হলে বসার বেঞ্চ, চেয়ার ও টিকিট বিক্রির কক্ষে ভাঙচুর চালান। পোস্টার ছিঁড়ে হলের নিচতলায় অগ্নিসংযোগ করেন। এ সময় দর্শকদের ধাওয়া দেন স্থানীয় একদল যুবক। তখন তাঁরা এলাকা ছেড়ে যান। রাত সাড়ে ৯টার দিকে পুলিশ ঘটনাস্থলে যায়।",-1,-1,-1,-1,1,0,0,0,0,1
